age,weight,height,injury_type,goal,exercise
45,93,150,upper_back,flexibility,Overhead Arm Hold
51,98,171,upper_back,strength,Overhead Arm Hold
57,86,169,lower_back,rehab,Bird Dog Hold
84,75,178,core,flexibility,Plank
61,96,164,hips,flexibility,Half-Kneeling Hip Flexor Stretch
47,96,190,lower_back,flexibility,Bridge pose hold
61,96,168,lower_back,strength,Bird Dog Hold
53,83,171,core,flexibility,Hollow Body Hold
62,73,149,none,strength,Bird Dog Hold
66,84,157,upper_back,flexibility,Reverse Tabletop Pose
74,94,171,legs,strength,Calf stretch
58,95,164,core,rehab,Bridge pose hold
80,77,167,legs,strength,Standing quad stretch (L/R)
70,86,155,shoulder,rehab,Reverse Tabletop Pose
48,66,166,core,rehab,Bridge pose hold
88,94,166,hips,flexibility,Bird Dog Hold
62,72,151,core,rehab,Bird Dog Hold
47,92,172,shoulder,strength,Side plank
80,68,145,lower_back,rehab,Bird Dog Hold
86,95,167,shoulder,strength,Overhead Arm Hold
58,86,185,none,strength,Half-Kneeling Hip Flexor Stretch
51,72,172,shoulder,strength,Reverse Tabletop Pose
56,91,172,core,flexibility,Bridge pose hold
68,75,154,shoulder,strength,Overhead Arm Hold
75,91,185,hips,flexibility,Butterfly stretch
66,79,181,core,rehab,Reverse Tabletop Pose
59,60,155,legs,rehab,Calf stretch
78,70,159,legs,flexibility,Bridge pose hold
54,77,179,shoulder,rehab,Reverse Tabletop Pose
72,99,185,core,rehab,Bridge pose hold
54,93,150,hips,rehab,Half-Kneeling Hip Flexor Stretch
64,102,153,legs,rehab,Standing quad stretch (L/R)
56,103,163,upper_back,strength,Overhead Arm Hold
57,75,139,core,rehab,Reverse Tabletop Pose
53,80,165,none,strength,Overhead Arm Hold
76,77,178,core,rehab,Bird Dog Hold
48,74,148,none,flexibility,Bridge pose hold
48,59,166,legs,flexibility,Bridge pose hold
87,82,158,legs,strength,Straight leg raises (L/R)
71,66,184,hips,flexibility,Half-Kneeling Hip Flexor Stretch
26,82,158,hips,strength,Bird Dog Hold
50,108,182,legs,rehab,Calf stretch
34,76,158,upper_back,flexibility,Reverse Tabletop Pose
45,84,173,upper_back,strength,Reverse Tabletop Pose
18,93,167,none,strength,Bird Dog Hold
56,86,163,shoulder,rehab,Reverse Tabletop Pose
43,86,155,shoulder,rehab,Overhead Arm Hold
59,77,168,legs,flexibility,Standing calf raise
36,79,159,legs,strength,Standing calf raise
59,70,156,legs,rehab,Calf stretch
52,93,182,core,flexibility,Reverse Tabletop Pose
78,60,171,upper_back,strength,Overhead Arm Hold
77,94,172,lower_back,rehab,Bridge pose hold
69,64,160,shoulder,flexibility,Overhead Arm Hold
54,94,162,shoulder,flexibility,Overhead Arm Hold
85,78,162,lower_back,rehab,Bridge pose hold
37,67,168,legs,rehab,Straight leg raises (L/R)
39,89,172,shoulder,strength,Side plank
57,94,164,upper_back,strength,Overhead Arm Hold
88,77,155,lower_back,rehab,Bridge pose hold
55,91,173,upper_back,flexibility,Overhead Arm Hold
56,53,165,core,rehab,Bridge pose hold
39,65,148,legs,strength,Standing calf raise
71,98,140,shoulder,strength,Overhead Arm Hold
71,79,168,none,rehab,Bridge pose hold
69,59,155,upper_back,strength,Overhead Arm Hold
50,73,170,lower_back,flexibility,Bridge pose hold
48,70,155,none,strength,Bird Dog Hold
41,80,166,legs,flexibility,Bridge pose hold
59,77,160,shoulder,strength,Overhead Arm Hold
43,84,185,shoulder,flexibility,Reverse Tabletop Pose
42,81,176,none,rehab,Straight leg raises (L/R)
52,99,180,legs,flexibility,Standing quad stretch (L/R)
51,87,165,legs,rehab,Calf stretch
51,88,174,legs,strength,Standing quad stretch (L/R)
64,97,166,core,flexibility,Plank
59,77,182,upper_back,flexibility,Overhead Arm Hold
54,66,164,hips,strength,Butterfly stretch
60,97,148,core,strength,Bridge pose hold
45,84,141,shoulder,flexibility,Overhead Arm Hold
59,84,184,none,rehab,Butterfly stretch
60,74,170,upper_back,strength,Overhead Arm Hold
38,74,171,lower_back,flexibility,Dead Bug Hold
71,93,182,shoulder,strength,Reverse Tabletop Pose
46,94,145,core,strength,Dead Bug Hold
59,92,160,hips,rehab,Butterfly stretch
74,92,162,lower_back,rehab,Bird Dog Hold
70,89,173,shoulder,rehab,Reverse Tabletop Pose
58,84,156,none,flexibility,Standing quad stretch (L/R)
53,80,150,hips,strength,Standing quad stretch (L/R)
71,97,150,legs,rehab,Straight leg raises (L/R)
67,77,178,hips,flexibility,Standing quad stretch (L/R)
50,87,156,shoulder,rehab,Reverse Tabletop Pose
47,72,158,hips,rehab,Half-Kneeling Hip Flexor Stretch
30,74,172,core,strength,Hollow Body Hold
60,79,156,shoulder,flexibility,Side plank
57,72,145,shoulder,strength,Overhead Arm Hold
73,92,146,none,rehab,Reverse Tabletop Pose
63,65,164,hips,strength,Butterfly stretch
76,83,170,hips,flexibility,Butterfly stretch
49,84,162,core,rehab,Bridge pose hold
73,59,170,lower_back,rehab,Bird Dog Hold
51,76,146,lower_back,rehab,Bird Dog Hold
68,85,146,upper_back,rehab,Overhead Arm Hold
38,87,191,shoulder,flexibility,Side plank
61,79,179,lower_back,strength,Bird Dog Hold
31,90,173,none,flexibility,Plank
54,81,157,upper_back,rehab,Overhead Arm Hold
64,82,162,core,flexibility,Bird Dog Hold
51,85,164,shoulder,rehab,Reverse Tabletop Pose
44,94,180,core,rehab,Bridge pose hold
69,74,169,none,strength,Bridge pose hold
57,76,171,upper_back,rehab,Overhead Arm Hold
51,74,163,lower_back,flexibility,Dead Bug Hold
59,78,174,upper_back,flexibility,Overhead Arm Hold
94,100,168,hips,strength,Butterfly stretch
74,89,165,core,strength,Reverse Tabletop Pose
74,68,156,upper_back,rehab,Overhead Arm Hold
64,74,163,core,rehab,Reverse Tabletop Pose
60,87,152,legs,rehab,Standing quad stretch (L/R)
26,71,164,legs,rehab,Calf stretch
49,73,166,upper_back,flexibility,Reverse Tabletop Pose
52,99,136,legs,rehab,Calf stretch
33,74,162,upper_back,strength,Reverse Tabletop Pose
42,94,151,core,flexibility,Plank
31,98,170,none,flexibility,Bridge pose hold
57,73,172,none,rehab,Standing quad stretch (L/R)
69,71,160,upper_back,rehab,Overhead Arm Hold
73,79,171,upper_back,flexibility,Overhead Arm Hold
64,68,171,legs,strength,Calf stretch
45,84,162,shoulder,rehab,Overhead Arm Hold
32,79,182,upper_back,flexibility,Overhead Arm Hold
34,87,156,upper_back,flexibility,Plank
41,99,182,hips,rehab,Standing quad stretch (L/R)
46,92,162,hips,strength,Side plank
56,88,155,lower_back,flexibility,Bridge pose hold
44,57,160,legs,flexibility,Straight leg raises (L/R)
63,88,152,shoulder,flexibility,Side plank
55,104,174,none,rehab,Reverse Tabletop Pose
58,45,146,upper_back,flexibility,Overhead Arm Hold
73,91,181,none,flexibility,Overhead Arm Hold
42,80,154,upper_back,rehab,Overhead Arm Hold
64,71,174,legs,strength,Calf stretch
58,92,165,lower_back,flexibility,Plank
53,103,168,lower_back,rehab,Bird Dog Hold
70,92,158,hips,strength,Butterfly stretch
70,77,169,none,rehab,Bridge pose hold
45,70,166,legs,strength,Standing calf raise
56,84,147,lower_back,rehab,Bridge pose hold
62,93,153,lower_back,strength,Bridge pose hold
54,77,158,none,strength,Reverse Tabletop Pose
66,78,156,shoulder,rehab,Overhead Arm Hold
62,117,179,hips,flexibility,Half-Kneeling Hip Flexor Stretch
83,95,165,hips,strength,Half-Kneeling Hip Flexor Stretch
37,96,155,hips,rehab,Half-Kneeling Hip Flexor Stretch
56,64,159,core,flexibility,Reverse Tabletop Pose
46,73,159,lower_back,flexibility,Plank
66,83,161,upper_back,rehab,Overhead Arm Hold
36,69,152,core,rehab,Bird Dog Hold
63,102,155,lower_back,strength,Bird Dog Hold
49,100,173,lower_back,rehab,Bridge pose hold
48,75,167,none,flexibility,Reverse Tabletop Pose
38,104,163,legs,rehab,Calf stretch
52,82,165,none,flexibility,Reverse Tabletop Pose
73,114,164,hips,flexibility,Side plank
58,84,162,hips,rehab,Half-Kneeling Hip Flexor Stretch
66,89,171,none,flexibility,Side plank
80,99,170,shoulder,flexibility,Reverse Tabletop Pose
62,98,146,hips,strength,Butterfly stretch
50,88,163,lower_back,flexibility,Dead Bug Hold
64,80,147,legs,strength,Calf stretch
51,88,172,shoulder,strength,Overhead Arm Hold
51,72,173,lower_back,strength,Bridge pose hold
37,84,157,lower_back,strength,Dead Bug Hold
71,68,163,core,flexibility,Bird Dog Hold
53,60,140,shoulder,flexibility,Plank
60,83,176,core,rehab,Reverse Tabletop Pose
44,98,173,lower_back,strength,Plank
64,94,178,lower_back,flexibility,Bridge pose hold
48,81,182,core,strength,Hollow Body Hold
56,104,150,legs,strength,Calf stretch
70,75,175,legs,rehab,Straight leg raises (L/R)
69,58,182,core,strength,Bridge pose hold
58,55,147,legs,flexibility,Calf stretch
34,67,163,hips,flexibility,Bird Dog Hold
98,92,160,shoulder,flexibility,Overhead Arm Hold
82,74,174,legs,flexibility,Standing calf raise
68,88,137,lower_back,strength,Bird Dog Hold
48,103,186,hips,flexibility,Butterfly stretch
56,68,163,shoulder,rehab,Overhead Arm Hold
51,88,175,legs,strength,Standing quad stretch (L/R)
75,89,164,legs,flexibility,Chair pose
62,71,170,shoulder,flexibility,Plank
47,99,137,legs,rehab,Straight leg raises (L/R)
52,78,160,core,strength,Bird Dog Hold
73,77,174,shoulder,rehab,Overhead Arm Hold
80,108,168,shoulder,rehab,Reverse Tabletop Pose
79,89,145,lower_back,flexibility,Hollow Body Hold
68,94,165,none,flexibility,Chair pose
55,99,155,shoulder,rehab,Reverse Tabletop Pose
18,74,154,none,strength,Bird Dog Hold
62,98,147,upper_back,strength,Overhead Arm Hold
58,76,172,legs,strength,Calf stretch
60,75,177,none,rehab,Bird Dog Hold
59,79,189,lower_back,strength,Bridge pose hold
40,74,147,none,flexibility,Hollow Body Hold
66,92,173,hips,rehab,Butterfly stretch
67,85,174,none,rehab,Reverse Tabletop Pose
67,76,158,none,rehab,Overhead Arm Hold
71,90,154,upper_back,strength,Overhead Arm Hold
66,79,152,shoulder,strength,Reverse Tabletop Pose
52,78,158,hips,flexibility,Standing quad stretch (L/R)
57,83,167,none,strength,Overhead Arm Hold
59,88,180,hips,strength,Half-Kneeling Hip Flexor Stretch
59,87,177,hips,strength,Butterfly stretch
71,77,146,hips,strength,Half-Kneeling Hip Flexor Stretch
67,93,155,lower_back,flexibility,Bird Dog Hold
86,79,180,lower_back,flexibility,Hollow Body Hold
88,74,156,hips,flexibility,Side plank
59,64,164,upper_back,strength,Overhead Arm Hold
18,94,145,legs,strength,Chair pose
75,82,178,core,rehab,Bird Dog Hold
51,85,142,legs,rehab,Calf stretch
47,95,145,lower_back,strength,Hollow Body Hold
53,76,177,upper_back,rehab,Overhead Arm Hold
52,65,187,upper_back,flexibility,Plank
66,83,161,shoulder,flexibility,Reverse Tabletop Pose
37,86,164,lower_back,flexibility,Bridge pose hold
43,79,175,upper_back,rehab,Overhead Arm Hold
63,100,168,upper_back,flexibility,Reverse Tabletop Pose
66,51,160,legs,flexibility,Standing calf raise
67,96,159,upper_back,flexibility,Reverse Tabletop Pose
47,92,146,upper_back,strength,Plank
45,88,167,none,strength,Side plank
51,45,163,hips,flexibility,Bird Dog Hold
61,98,159,none,flexibility,Standing quad stretch (L/R)
78,69,153,legs,strength,Straight leg raises (L/R)
30,76,154,legs,strength,Standing calf raise
55,80,172,hips,rehab,Standing quad stretch (L/R)
40,87,175,legs,strength,Chair pose
36,90,161,shoulder,flexibility,Plank
71,93,159,core,strength,Bridge pose hold
65,92,155,shoulder,flexibility,Reverse Tabletop Pose
64,85,175,lower_back,rehab,Bird Dog Hold
70,87,165,core,strength,Bridge pose hold
52,68,169,legs,rehab,Straight leg raises (L/R)
52,73,169,legs,flexibility,Standing quad stretch (L/R)
88,93,161,shoulder,flexibility,Reverse Tabletop Pose
55,92,151,lower_back,flexibility,Bird Dog Hold
68,91,153,none,flexibility,Bridge pose hold
58,76,178,lower_back,rehab,Bridge pose hold
33,93,156,shoulder,strength,Plank
30,67,160,shoulder,strength,Plank
50,95,151,core,flexibility,Bird Dog Hold
72,79,150,hips,flexibility,Side plank
69,103,156,lower_back,rehab,Bird Dog Hold
70,63,184,lower_back,rehab,Bird Dog Hold
45,104,172,hips,flexibility,Side plank
80,77,158,shoulder,flexibility,Overhead Arm Hold
45,77,177,none,strength,Dead Bug Hold
61,84,163,hips,strength,Butterfly stretch
58,73,180,hips,strength,Half-Kneeling Hip Flexor Stretch
56,81,190,upper_back,flexibility,Overhead Arm Hold
76,73,176,lower_back,rehab,Bird Dog Hold
48,73,166,shoulder,rehab,Overhead Arm Hold
40,88,173,upper_back,rehab,Overhead Arm Hold
58,71,165,core,flexibility,Hollow Body Hold
53,72,143,upper_back,flexibility,Overhead Arm Hold
99,65,157,none,rehab,Calf stretch
67,76,153,upper_back,rehab,Overhead Arm Hold
52,98,157,shoulder,rehab,Reverse Tabletop Pose
44,71,185,hips,flexibility,Bird Dog Hold
33,73,178,shoulder,strength,Side plank
44,84,170,lower_back,strength,Hollow Body Hold
60,77,174,core,flexibility,Plank
77,110,142,none,strength,Bird Dog Hold
73,80,173,core,rehab,Bird Dog Hold
61,86,175,core,strength,Reverse Tabletop Pose
54,94,138,none,rehab,Overhead Arm Hold
62,94,173,lower_back,flexibility,Plank
51,85,148,hips,flexibility,Bird Dog Hold
81,80,142,shoulder,rehab,Reverse Tabletop Pose
55,107,180,hips,rehab,Butterfly stretch
57,81,153,hips,strength,Butterfly stretch
28,76,156,shoulder,rehab,Reverse Tabletop Pose
55,74,176,lower_back,flexibility,Hollow Body Hold
69,60,161,shoulder,flexibility,Overhead Arm Hold
44,92,162,core,strength,Plank
48,53,162,lower_back,rehab,Bird Dog Hold
69,82,169,legs,rehab,Calf stretch
38,79,162,legs,strength,Chair pose
72,110,166,legs,flexibility,Standing calf raise
51,59,159,core,rehab,Bridge pose hold
53,71,169,none,strength,Calf stretch
43,80,168,none,strength,Plank
63,80,187,upper_back,strength,Overhead Arm Hold
91,75,160,lower_back,strength,Bird Dog Hold
69,81,162,lower_back,rehab,Bridge pose hold
46,66,167,shoulder,strength,Plank
73,86,176,lower_back,rehab,Bridge pose hold
54,53,152,shoulder,flexibility,Side plank
77,82,166,upper_back,strength,Overhead Arm Hold
69,74,135,shoulder,strength,Reverse Tabletop Pose
18,95,161,legs,flexibility,Standing quad stretch (L/R)
44,104,177,shoulder,strength,Plank
71,78,156,shoulder,rehab,Reverse Tabletop Pose
60,99,167,shoulder,flexibility,Overhead Arm Hold
44,78,158,lower_back,flexibility,Plank
49,70,154,hips,rehab,Butterfly stretch
32,104,176,hips,rehab,Half-Kneeling Hip Flexor Stretch
57,89,152,core,flexibility,Side plank
88,82,168,hips,strength,Butterfly stretch
69,91,168,core,rehab,Reverse Tabletop Pose
88,85,155,lower_back,rehab,Bridge pose hold
70,81,166,legs,rehab,Calf stretch
72,65,154,hips,flexibility,Bird Dog Hold
85,79,171,hips,strength,Half-Kneeling Hip Flexor Stretch
63,90,149,none,rehab,Overhead Arm Hold
55,80,161,none,flexibility,Chair pose
72,93,162,upper_back,flexibility,Overhead Arm Hold
78,87,177,none,strength,Straight leg raises (L/R)
52,71,166,core,flexibility,Bridge pose hold
48,66,176,core,flexibility,Plank
60,80,171,upper_back,rehab,Overhead Arm Hold
69,75,171,legs,rehab,Calf stretch
69,86,161,shoulder,rehab,Overhead Arm Hold
39,73,176,shoulder,flexibility,Side plank
84,74,160,upper_back,strength,Overhead Arm Hold
49,95,144,upper_back,strength,Plank
54,84,162,legs,strength,Calf stretch
46,73,170,legs,flexibility,Calf stretch
94,82,146,lower_back,rehab,Bridge pose hold
61,99,154,shoulder,flexibility,Reverse Tabletop Pose
47,86,150,lower_back,rehab,Bird Dog Hold
70,89,174,hips,flexibility,Side plank
68,73,184,core,flexibility,Bridge pose hold
55,95,162,core,strength,Reverse Tabletop Pose
69,111,171,legs,flexibility,Calf stretch
47,72,170,shoulder,strength,Plank
51,67,183,shoulder,flexibility,Side plank
31,84,157,lower_back,strength,Plank
40,93,162,upper_back,flexibility,Overhead Arm Hold
82,81,161,upper_back,flexibility,Overhead Arm Hold
80,69,165,legs,rehab,Straight leg raises (L/R)
59,81,194,none,rehab,Overhead Arm Hold
80,89,165,core,rehab,Bird Dog Hold
56,77,155,upper_back,flexibility,Reverse Tabletop Pose
55,90,151,hips,rehab,Standing quad stretch (L/R)
59,97,179,shoulder,rehab,Overhead Arm Hold
56,85,154,upper_back,flexibility,Overhead Arm Hold
55,82,172,legs,flexibility,Calf stretch
73,92,157,hips,rehab,Standing quad stretch (L/R)
60,71,150,core,rehab,Reverse Tabletop Pose
68,70,172,core,flexibility,Dead Bug Hold
72,79,157,lower_back,flexibility,Hollow Body Hold
63,76,169,lower_back,strength,Bridge pose hold
45,72,170,hips,strength,Side plank
40,105,171,legs,flexibility,Chair pose
60,109,161,none,flexibility,Half-Kneeling Hip Flexor Stretch
56,78,173,lower_back,rehab,Bird Dog Hold
59,83,154,shoulder,strength,Overhead Arm Hold
58,80,136,core,rehab,Bird Dog Hold
93,96,173,core,strength,Bridge pose hold
40,98,166,shoulder,rehab,Reverse Tabletop Pose
31,60,157,core,strength,Hollow Body Hold
62,88,147,core,flexibility,Hollow Body Hold
53,66,141,core,flexibility,Dead Bug Hold
62,104,165,legs,flexibility,Straight leg raises (L/R)
66,88,184,legs,rehab,Calf stretch
75,72,163,none,strength,Reverse Tabletop Pose
38,79,160,shoulder,rehab,Overhead Arm Hold
50,78,164,legs,flexibility,Chair pose
64,89,190,hips,strength,Standing quad stretch (L/R)
68,95,173,legs,strength,Calf stretch
88,68,154,core,rehab,Reverse Tabletop Pose
71,105,165,shoulder,flexibility,Side plank
57,102,168,none,rehab,Standing quad stretch (L/R)
46,71,152,upper_back,rehab,Overhead Arm Hold
50,83,173,none,flexibility,Dead Bug Hold
50,103,155,legs,flexibility,Chair pose
67,97,147,lower_back,rehab,Bird Dog Hold
61,78,165,hips,strength,Butterfly stretch
40,92,164,none,flexibility,Standing quad stretch (L/R)
52,119,164,hips,flexibility,Bird Dog Hold
70,83,156,hips,flexibility,Bird Dog Hold
63,74,157,lower_back,flexibility,Bridge pose hold
66,84,178,lower_back,strength,Bird Dog Hold
63,85,170,hips,strength,Butterfly stretch
80,75,153,hips,rehab,Half-Kneeling Hip Flexor Stretch
61,88,142,hips,rehab,Standing quad stretch (L/R)
53,66,154,legs,flexibility,Standing calf raise
46,74,166,core,rehab,Reverse Tabletop Pose
61,91,157,lower_back,strength,Bird Dog Hold
25,60,156,shoulder,flexibility,Plank
56,93,158,none,flexibility,Bridge pose hold
55,57,164,core,flexibility,Reverse Tabletop Pose
40,60,174,legs,rehab,Calf stretch
45,76,164,shoulder,flexibility,Side plank
69,86,165,legs,flexibility,Standing quad stretch (L/R)
61,99,162,legs,strength,Calf stretch
59,83,159,shoulder,flexibility,Overhead Arm Hold
62,79,175,hips,rehab,Standing quad stretch (L/R)
59,89,173,core,flexibility,Dead Bug Hold
75,71,188,shoulder,rehab,Overhead Arm Hold
60,84,172,upper_back,strength,Overhead Arm Hold
38,67,159,lower_back,strength,Dead Bug Hold
80,83,154,upper_back,flexibility,Reverse Tabletop Pose
63,80,176,core,strength,Bird Dog Hold
50,72,155,legs,flexibility,Bridge pose hold
41,84,174,shoulder,strength,Plank
63,84,156,hips,strength,Standing quad stretch (L/R)
56,97,169,core,rehab,Bridge pose hold
79,62,152,hips,rehab,Butterfly stretch
53,81,174,none,flexibility,Straight leg raises (L/R)
47,72,150,none,flexibility,Overhead Arm Hold
70,93,168,upper_back,rehab,Overhead Arm Hold
70,91,162,none,strength,Reverse Tabletop Pose
60,88,166,upper_back,flexibility,Plank
67,73,160,legs,strength,Calf stretch
57,93,160,lower_back,rehab,Bridge pose hold
61,63,166,legs,strength,Straight leg raises (L/R)
74,60,153,core,strength,Bridge pose hold
66,66,153,hips,flexibility,Bird Dog Hold
56,82,160,core,strength,Bird Dog Hold
76,90,160,none,rehab,Standing quad stretch (L/R)
26,45,153,shoulder,strength,Plank
86,99,175,upper_back,rehab,Overhead Arm Hold
35,84,161,hips,rehab,Half-Kneeling Hip Flexor Stretch
50,62,162,none,flexibility,Hollow Body Hold
57,83,149,legs,rehab,Straight leg raises (L/R)
56,96,189,lower_back,rehab,Bridge pose hold
72,89,193,shoulder,flexibility,Plank
44,96,155,lower_back,flexibility,Dead Bug Hold
62,65,179,legs,flexibility,Bridge pose hold
50,77,163,legs,rehab,Standing quad stretch (L/R)
62,70,183,hips,flexibility,Bird Dog Hold
57,103,168,none,rehab,Reverse Tabletop Pose
59,90,166,shoulder,rehab,Reverse Tabletop Pose
51,118,135,core,rehab,Bird Dog Hold
51,76,154,legs,flexibility,Standing calf raise
62,73,165,hips,rehab,Standing quad stretch (L/R)
71,80,167,legs,rehab,Standing quad stretch (L/R)
50,99,150,hips,flexibility,Side plank
46,77,156,lower_back,flexibility,Bird Dog Hold
66,84,171,hips,rehab,Half-Kneeling Hip Flexor Stretch
58,83,148,core,rehab,Reverse Tabletop Pose
69,82,166,lower_back,rehab,Bridge pose hold
46,74,179,upper_back,flexibility,Overhead Arm Hold
34,80,169,legs,flexibility,Standing quad stretch (L/R)
51,80,168,upper_back,strength,Overhead Arm Hold
48,82,141,shoulder,flexibility,Overhead Arm Hold
57,94,155,upper_back,rehab,Overhead Arm Hold
49,104,188,none,flexibility,Overhead Arm Hold
68,71,158,hips,flexibility,Bird Dog Hold
54,77,179,hips,strength,Half-Kneeling Hip Flexor Stretch
60,72,157,shoulder,strength,Reverse Tabletop Pose
60,84,161,shoulder,rehab,Overhead Arm Hold
61,75,171,legs,strength,Standing quad stretch (L/R)
58,85,166,none,rehab,Bridge pose hold
65,96,169,hips,rehab,Standing quad stretch (L/R)
47,50,155,none,rehab,Reverse Tabletop Pose
77,88,151,none,rehab,Bird Dog Hold
55,76,154,shoulder,strength,Reverse Tabletop Pose
40,88,158,none,rehab,Standing quad stretch (L/R)
61,71,162,core,rehab,Bird Dog Hold
47,97,177,none,flexibility,Plank
67,93,166,upper_back,rehab,Overhead Arm Hold
88,89,170,none,flexibility,Overhead Arm Hold
47,92,166,hips,strength,Bird Dog Hold
62,73,151,none,flexibility,Bridge pose hold
34,74,165,core,strength,Dead Bug Hold
64,91,166,none,strength,Overhead Arm Hold
46,72,173,shoulder,flexibility,Plank
50,100,152,none,strength,Chair pose
43,78,141,legs,strength,Bridge pose hold
68,88,167,none,strength,Reverse Tabletop Pose
72,108,169,core,flexibility,Side plank
58,73,162,lower_back,strength,Bird Dog Hold
46,83,165,none,rehab,Standing quad stretch (L/R)
79,95,175,hips,flexibility,Butterfly stretch
48,94,159,none,rehab,Overhead Arm Hold
29,78,161,hips,flexibility,Standing quad stretch (L/R)
64,76,165,none,rehab,Calf stretch
43,79,150,hips,strength,Side plank
71,100,163,hips,rehab,Butterfly stretch
53,79,164,lower_back,rehab,Bridge pose hold
66,83,184,lower_back,rehab,Bird Dog Hold
77,77,161,core,flexibility,Bird Dog Hold
42,91,167,core,strength,Dead Bug Hold
50,84,175,legs,strength,Chair pose
57,69,155,hips,rehab,Half-Kneeling Hip Flexor Stretch
79,70,181,shoulder,rehab,Overhead Arm Hold
49,57,185,none,flexibility,Hollow Body Hold
50,72,164,upper_back,rehab,Overhead Arm Hold
64,92,158,hips,rehab,Butterfly stretch
50,99,183,core,rehab,Bird Dog Hold
60,91,174,lower_back,flexibility,Bird Dog Hold
37,89,165,legs,rehab,Standing quad stretch (L/R)
88,80,181,hips,rehab,Standing quad stretch (L/R)
40,92,180,none,rehab,Bird Dog Hold
54,86,161,legs,flexibility,Calf stretch
58,105,167,shoulder,flexibility,Overhead Arm Hold
84,81,171,shoulder,strength,Overhead Arm Hold
40,99,165,shoulder,flexibility,Overhead Arm Hold
85,93,148,shoulder,strength,Reverse Tabletop Pose
68,91,154,upper_back,strength,Overhead Arm Hold
64,57,149,legs,rehab,Standing quad stretch (L/R)
45,94,170,hips,strength,Side plank
66,80,151,upper_back,rehab,Overhead Arm Hold
48,76,167,hips,flexibility,Side plank
75,63,186,lower_back,flexibility,Bridge pose hold
45,82,181,none,strength,Side plank
56,82,143,core,rehab,Bird Dog Hold
51,66,150,upper_back,strength,Overhead Arm Hold
45,64,155,core,strength,Dead Bug Hold
68,88,151,upper_back,flexibility,Reverse Tabletop Pose
65,93,145,core,strength,Bird Dog Hold
74,84,164,none,rehab,Calf stretch
34,96,173,core,flexibility,Side plank
72,81,176,lower_back,flexibility,Bird Dog Hold
92,81,159,core,strength,Bird Dog Hold
52,71,161,upper_back,strength,Overhead Arm Hold
84,62,169,core,strength,Bridge pose hold
54,105,163,legs,rehab,Standing quad stretch (L/R)
39,96,174,none,strength,Side plank
54,65,170,core,rehab,Bridge pose hold
72,84,160,shoulder,strength,Overhead Arm Hold
47,81,143,none,strength,Hollow Body Hold
50,79,182,none,flexibility,Plank
66,77,156,core,flexibility,Reverse Tabletop Pose
58,87,169,hips,rehab,Half-Kneeling Hip Flexor Stretch
66,92,142,lower_back,strength,Bridge pose hold
61,87,164,shoulder,rehab,Reverse Tabletop Pose
64,80,166,upper_back,flexibility,Reverse Tabletop Pose
52,80,166,legs,flexibility,Chair pose
61,94,200,core,flexibility,Dead Bug Hold
45,88,157,core,flexibility,Bridge pose hold
75,83,174,upper_back,rehab,Overhead Arm Hold
49,82,171,lower_back,strength,Hollow Body Hold
73,86,157,upper_back,rehab,Overhead Arm Hold
55,76,174,legs,strength,Straight leg raises (L/R)
61,92,163,none,flexibility,Bird Dog Hold
51,69,175,core,rehab,Reverse Tabletop Pose
44,77,187,none,strength,Plank
34,90,166,upper_back,strength,Reverse Tabletop Pose
44,68,161,none,flexibility,Reverse Tabletop Pose
54,62,177,upper_back,strength,Overhead Arm Hold
61,83,181,core,strength,Bridge pose hold
72,61,154,upper_back,rehab,Overhead Arm Hold
52,66,159,core,flexibility,Bridge pose hold
46,91,172,upper_back,flexibility,Overhead Arm Hold
39,79,163,none,strength,Hollow Body Hold
64,98,153,legs,strength,Straight leg raises (L/R)
77,67,171,hips,flexibility,Bird Dog Hold
75,81,172,shoulder,flexibility,Plank
68,87,161,lower_back,flexibility,Dead Bug Hold
67,67,165,none,strength,Bird Dog Hold
81,95,158,hips,strength,Butterfly stretch
62,88,152,legs,flexibility,Standing calf raise
67,62,159,lower_back,flexibility,Bridge pose hold
54,82,165,lower_back,strength,Bird Dog Hold
40,87,147,core,strength,Dead Bug Hold
49,75,160,core,strength,Dead Bug Hold
58,64,166,none,rehab,Bird Dog Hold
59,85,178,upper_back,flexibility,Overhead Arm Hold
84,110,161,shoulder,rehab,Overhead Arm Hold
59,77,150,core,rehab,Bird Dog Hold
74,102,162,shoulder,strength,Reverse Tabletop Pose
52,73,158,legs,flexibility,Standing quad stretch (L/R)
54,85,171,core,strength,Bird Dog Hold
40,92,161,hips,strength,Side plank
48,82,133,upper_back,strength,Plank
65,78,200,shoulder,strength,Reverse Tabletop Pose
58,91,166,upper_back,flexibility,Overhead Arm Hold
71,106,166,hips,flexibility,Side plank
60,86,147,lower_back,strength,Bridge pose hold
53,76,147,hips,rehab,Half-Kneeling Hip Flexor Stretch
87,80,163,lower_back,strength,Bird Dog Hold
57,113,168,hips,rehab,Half-Kneeling Hip Flexor Stretch
74,84,173,upper_back,rehab,Overhead Arm Hold
53,75,167,hips,strength,Butterfly stretch
68,68,151,core,flexibility,Side plank
71,59,135,shoulder,strength,Overhead Arm Hold
61,87,163,shoulder,flexibility,Overhead Arm Hold
26,90,158,legs,rehab,Straight leg raises (L/R)
58,77,150,none,flexibility,Straight leg raises (L/R)
75,82,174,core,flexibility,Hollow Body Hold
